Date,Close,High,Low,Open,Volume
2018-01-02,106.22453308105469,106.23402916149335,103.14610677249661,103.51665687926291,11014300
2018-01-03,106.68059539794922,107.54521717870793,105.8919857570429,106.59508717730273,9237900
2018-01-04,106.63308715820312,107.36468402798573,106.06300339077995,107.31717463106172,7417400
2018-01-05,106.05350494384766,107.06064034569866,105.69245093268141,107.06064034569866,6008300
2018-01-08,104.53328704833984,105.73045273645934,104.07722876166675,105.35990266019402,8052600
2018-01-09,104.45729064941406,105.3314084772872,104.3812785124904,104.63781041346233,5838000
2018-01-10,104.01072692871094,104.98935961872402,103.57366802098258,104.47628857515171,6060000
2018-01-11,105.4549331665039,105.54044864120844,104.04874473927364,104.75183895288878,6427000
2018-01-12,106.86112976074219,107.09866227741534,105.46443740287735,105.76847873426229,5899900
2018-01-16,105.16989135742188,107.51671360247113,105.10338254779734,107.43119813357295,8069200
2018-01-17,106.38605499267578,106.6140841581197,105.05587157123946,105.6544508488734,7030700
2018-01-18,104.91334533691406,106.40504903998718,104.70431559207694,106.16751655702066,8070900
2018-01-19,105.07487487792969,105.54993988542319,104.36227736668945,105.43592892293145,10514300
2018-01-22,105.5594482421875,105.99650720002498,104.57131210967434,104.77083855245338,8073600
2018-01-23,104.90384674072266,105.59743751495628,104.40977512860945,104.77082188444915,7477300
2018-01-24,104.9893569946289,105.87297811721002,104.78983057971267,105.42641589143345,7211800
2018-01-25,105.036865234375,106.24352703956211,104.62830908006768,105.08436738088012,6291000
2018-01-26,106.5950698852539,106.91811055384744,105.1508684580057,105.28388605671074,7743800
2018-01-29,105.97748565673828,106.84210006155402,105.69244379862748,106.50955605970181,6847800
2018-01-30,104.61880493164062,106.81360270328251,104.60930160284765,105.863472793631,8393900
2018-01-31,103.25062561035156,104.62831846303855,103.06060250945794,104.5903123930765,9841400
2018-02-01,104.97985076904297,105.13187503273653,102.00594678746747,103.20311249284869,9518900
2018-02-02,103.27912139892578,105.06537032232748,103.04158891433863,104.46678382186153,9947700
2018-02-05,99.4786148071289,103.2126262488269,98.8230299921937,101.75892841064748,15107900
2018-02-06,100.87529754638672,100.90380028576499,96.68522813270356,97.74936906371316,17765100
2018-02-07,99.5356216430664,102.64254357893176,99.20307759013231,102.45252047694561,12445000
2018-02-08,96.29566955566406,100.54275161726028,96.14365253219603,100.21020758256493,12667500
2018-02-09,97.94889831542969,98.5759875955173,95.2600359220009,97.43583449397917,12479700
2018-02-12,98.23393249511719,99.4215949029302,97.00826402038422,98.74700352516234,9584700
2018-02-13,98.92754364013672,99.10806342078286,97.29331879060095,97.52134797342173,8447900
2018-02-14,99.38358306884766,99.53560732770556,97.5688387844541,98.32893833199672,7425700
2018-02-15,99.9346694946289,100.30521959915961,98.7470070444878,100.10569317740587,6494700
2018-02-16,101.21733856201172,101.99644480140743,99.94416795693995,99.94416795693995,8746400
2018-02-20,100.69477844238281,102.20548163068973,100.25771227265587,101.06532855456815,6734500
2018-02-21,99.81114196777344,101.57838403904188,99.78263198366268,100.71376241056615,6743300
2018-02-22,99.99166870117188,100.72327278396621,99.69713075166332,100.05817750425173,4462200
2018-02-23,101.90142822265625,102.00594308792607,100.17219215489507,100.47623342233938,6101100
2018-02-26,104.33377075195312,104.33377075195312,102.30049317529384,102.61403780833705,8138200
2018-02-27,99.64013671875,102.76606532027893,99.62113005916419,102.61404103925926,14179600
2018-02-28,98.01541137695312,100.30522083970844,97.99640471812266,100.19120263347487,10760800
2018-03-01,97.45482635498047,98.84201517899382,96.27666727480349,98.05340559958059,10487300
2018-03-02,97.8538818359375,98.02490551744492,96.3811847580445,96.9132552121048,7835400
2018-03-05,98.25293731689453,98.78500774599834,97.31230348826553,97.58784203159884,5736700
2018-03-06,99.70661926269531,99.71611534106987,98.3479334169111,98.81349496928176,6216200
2018-03-07,98.42396545410156,99.04155141790005,97.6448591263776,98.54748699621133,6214800
2018-03-08,98.8420181274414,99.37408858295757,98.30994767192524,98.80401205934507,6627000
2018-03-09,99.50709533691406,99.52609474304649,98.47145010428095,99.22205350252312,5618400
2018-03-12,99.9251708984375,100.65677506177109,99.49761529570142,99.49761529570142,6485300
2018-03-13,98.5569839477539,100.55225541412108,98.26243873086861,100.55225541412108,6716700
2018-03-14,98.718505859375,99.43110334067619,98.30994968013898,99.31708513405808,6235900
2018-03-15,98.09141540527344,99.08905476654782,98.09141540527344,98.81351620725378,5174600
2018-03-16,97.7398681640625,99.07004426223921,97.71135817717351,98.39545288418786,10468000
2018-03-19,96.419189453125,97.81587437514594,95.96312389262702,97.67336068334923,6528300
2018-03-20,96.29566955566406,97.0557764197531,95.72559303205543,96.47619656689137,8330300
2018-03-21,96.74222564697266,97.80637373929068,96.36217223907938,96.4381843704412,6136400
2018-03-22,95.58306884765625,96.57120483789733,95.40254909146674,96.2386608144787,8911600
2018-03-23,93.62580108642578,96.06763463609315,93.54028562610777,95.82059883273826,7505100
2018-03-26,95.63058471679688,95.75409900559438,94.13888092598641,94.87998115660457,7340100
